Facility_ID,facility_name,f_lng,f_lat,Facility_Type,Material,Year,SA_address,Tonnage,Direction,Destiny,SA_lat,SA_lng
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Fill,2019,"Babylon, NY, USA",2124,Incoming,,40.7107127,-73.3673169
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Residue,2019,"120 Nancy St, West Babylon, NY 11704, USA",190,Outgoing,Transferred,40.7395179,-73.3767253
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Residue,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",190,Outgoing,Transferred,40.7614568,-73.4349464
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Rock,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",226,Outgoing,Recycled,36.1270711,-79.860718
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Rock,2019,"615 Cord Ave, Lindenhurst, NY 11757, USA",226,Outgoing,Recycled,40.6958084,-73.3536987
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Soil,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",6460,Outgoing,Recycled,36.1270711,-79.860718
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Sand,2019,"685 N Queens Ave, Lindenhurst, NY 11757, USA",5383,Outgoing,Recycled,40.7048835,-73.367424
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,General Fill,2019,"Republic Airport (FRG), 7150 Republic Airport, Farmingdale, NY 11735, USA",4588,Outgoing,Recycled,40.7261266,-73.4167921
[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,RCA,2019,"1280 Wellwood Ave, West Babylon, NY 11704, USA",6,Outgoing,Recycled,40.7330564,-73.398133
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Southampton, NY, USA",703.05,Incoming,,40.8598637,-72.5678012
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"5632 Turnpike Rd, Bath, NY 14810, USA",703.05,Incoming,,42.3240936,-77.3882262
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",703.05,Incoming,,41.083151,-71.9994067
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",703.05,Incoming,,40.8273786,-72.995048
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Babylon, NY, USA",703.05,Incoming,,40.7107127,-73.3673169
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Brookhaven, NY, USA",7791.92,Incoming,,40.8273786,-72.995048
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Oyster Bay, NY, USA",7791.92,Incoming,,40.7893778,-73.5358541
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Huntington, NY, USA",7791.92,Incoming,,40.8681539,-73.425676
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"802 W Shore Rd, Port Washington, NY 11050, USA",7791.92,Incoming,,40.8165321,-73.6566238
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Southampton, NY, USA",7791.92,Incoming,,40.8598637,-72.5678012
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",7791.92,Incoming,,40.9848784,-72.6151169
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"Southampton, NY, USA",1851.36,Incoming,,40.8598637,-72.5678012
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"Riverhead, NY 11901, USA",1851.36,Incoming,,40.9170435,-72.6620402
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"East Hampton, NY, USA",1851.36,Incoming,,41.083151,-71.9994067
[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"401 Main St, Islip, NY 11751, USA",1851.36,Incoming,,40.7294056,-73.2166187
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",1450,Incoming,,40.9848784,-72.6151169
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Shelter Island, NY, USA",21950,Incoming,,41.0681549,-72.3386939
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",21950,Incoming,,40.8273786,-72.995048
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Southold, NY, USA",21950,Incoming,,41.0801973,-72.4731529
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Smithtown, NY, USA",21950,Incoming,,40.8559314,-73.2006687
[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt Millings,2019,"3120 Albertson Ln, Greenport, NY 11944, USA",19300,Outgoing,Recycled,41.0906994,-72.4000853
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Riverhead, NY 11901, USA",126641.97,Incoming,,40.9170435,-72.6620402
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Shelter Island, NY, USA",126641.97,Incoming,,41.0681549,-72.3386939
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Southampton, NY, USA",126641.97,Incoming,,40.8598637,-72.5678012
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",126641.97,Incoming,,41.083151,-71.9994067
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",126641.97,Incoming,,40.8273786,-72.995048
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"401 Main St, Islip, NY 11751, USA",126641.97,Incoming,,40.7294056,-73.2166187
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Babylon, NY, USA",126641.97,Incoming,,40.7107127,-73.3673169
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",126641.97,Incoming,,40.6450219,-73.6339087
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"New York County, New York, NY, USA",126641.97,Incoming,,40.7830603,-73.9712488
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Bronx, NY, USA",126641.97,Incoming,,40.8447819,-73.8648268
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Queens, NY, USA",126641.97,Incoming,,40.7282239,-73.7948516
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brooklyn, NY, USA",126641.97,Incoming,,40.6781784,-73.9441579
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Staten Island, NY, USA",126641.97,Incoming,,40.5795317,-74.1502007
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Riverhead, NY 11901, USA",41761.29,Incoming,,40.9170435,-72.6620402
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Shelter Island, NY, USA",41761.29,Incoming,,41.0681549,-72.3386939
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Southampton, NY, USA",41761.29,Incoming,,40.8598637,-72.5678012
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"East Hampton, NY, USA",41761.29,Incoming,,41.083151,-71.9994067
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Brookhaven, NY, USA",41761.29,Incoming,,40.8273786,-72.995048
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"401 Main St, Islip, NY 11751, USA",41761.29,Incoming,,40.7294056,-73.2166187
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Babylon, NY, USA",41761.29,Incoming,,40.7107127,-73.3673169
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA",41761.29,Incoming,,40.6450219,-73.6339087
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Smithtown, NY, USA",41761.29,Incoming,,40.8559314,-73.2006687
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Bronx, NY, USA",41761.29,Incoming,,40.8447819,-73.8648268
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA",41761.29,Incoming,,40.7282239,-73.7948516
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Brooklyn, NY, USA",41761.29,Incoming,,40.6781784,-73.9441579
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Huntington, NY, USA",41761.29,Incoming,,40.8681539,-73.425676
[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Southold, NY, USA",41761.29,Incoming,,41.0801973,-72.4731529
