,Facility_ID,facility_name,f_lng,f_lat,Facility_Type,Material,Year,SA_address,Tonnage,Direction,Destiny,SA_lat,SA_lng
15,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",830,Incoming,Unknown,40.9848784,-72.6151169
16,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",14290,Incoming,Unknown,40.9848784,-72.6151169
17,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Sand,2019,"Babylon, NY, USA",850,Incoming,Unknown,40.7107127,-73.3673169
18,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Bulk Metal (from C&D Debris),2019,"125 Hopper St, Westbury, NY 11590, USA",54,Outgoing,Recycled,40.7574934,-73.5661563
19,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Residue,2019,"1 Jem Court, Bay Shore, NY 11706, USA",73,Outgoing,Transferred,40.767978,-73.2851079
20,[52W81R],Belli Contracting Company Inc,-73.28252621,40.80143543,Transfer Facility,Bulk Metal (from C&D Debris),2019,"125 Hopper St, Westbury, NY 11590, USA",54,Outgoing,Recycled,40.7574934,-73.5661563
21,[52W18],Bistrian Gravel Corp,-72.17327805,40.98421753,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",3184.26,Incoming,Unknown,41.083151,-71.9994067
22,[52W18],Bistrian Gravel Corp,-72.17327805,40.98421753,Transfer Facility,Concrete Blend,2019,"East Hampton, NY, USA",3184.26,Outgoing,Recycled,41.083151,-71.9994067
23,[52W18],Bistrian Gravel Corp,-72.17327805,40.98421753,Transfer Facility,Concrete Blend,2019,"225 Springs Fireplace Rd, East Hampton, NY 11937, USA",3184.26,Outgoing,Recycled,40.986658,-72.177061
24,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Asphalt and Road Material,2019,"East Hampton, NY, USA",1833.02,Incoming,Unknown,41.083151,-71.9994067
25,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",10771.93,Incoming,Unknown,41.083151,-71.9994067
26,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Soil,2019,"East Hampton, NY, USA",13988.28,Incoming,Unknown,41.083151,-71.9994067
27,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Yard Waste,2019,"East Hampton, NY, USA",26183.08,Incoming,Unknown,41.083151,-71.9994067
28,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Asphalt and Road Material,2019,"East Hampton, NY, USA",31.88,Incoming,Unknown,41.083151,-71.9994067
29,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",328.15,Incoming,Unknown,41.083151,-71.9994067
30,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Soil,2019,"East Hampton, NY, USA",1809.75,Incoming,Unknown,41.083151,-71.9994067
31,[52W129R],Bistrian Materials Inc,-71.9568115,41.04330501,Transfer Facility,Yard Waste,2019,"East Hampton, NY, USA",2210,Incoming,Unknown,41.083151,-71.9994067
32,[52W129R],Bistrian Materials Inc (Montauk),-71.9568115,41.04330501,Transfer Facility,Asphalt Pavement,2019,"86 Industrial Rd, Montauk, NY 11954, USA",43.5,Outgoing,Recycled,41.041796,-71.9605144
33,[52W129R],Bistrian Materials Inc (Montauk),-71.9568115,41.04330501,Transfer Facility,Concrete,2019,"86 Industrial Rd, Montauk, NY 11954, USA",727.5,Outgoing,Recycled,41.041796,-71.9605144
34,[52W129R],Bistrian Materials Inc (Montauk),-71.9568115,41.04330501,Transfer Facility,Soil,2019,"86 Industrial Rd, Montauk, NY 11954, USA",1719,Outgoing,Recycled,41.041796,-71.9605144
35,[52W129R],Bistrian Materials Inc (Montauk),-71.9568115,41.04330501,Transfer Facility,Mulch,2019,"86 Industrial Rd, Montauk, NY 11954, USA",592.3,Outgoing,Recycled,41.041796,-71.9605144
36,[52W155R],Bodkin Excavating Inc,-72.93851135,40.7746861,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA",208,Incoming,Unknown,40.9848784,-72.6151169
37,[52W155R],Bodkin Excavating Inc,-72.93851135,40.7746861,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",42,Incoming,Unknown,40.9848784,-72.6151169
38,[52W155R],Bodkin Excavating Inc,-72.93851135,40.7746861,Transfer Facility,Concrete,2019,"Lake Grove, NY, USA",194,Outgoing,Recycled,40.8528761,-73.1151102
39,[52W131R],Brookhaven Waste Management Facility,-72.9304768,40.795323,Transfer Facility,General C&D Debris,2019,"Brookhaven, NY, USA",9362.77,Incoming,Unknown,40.8273786,-72.995048
40,[52W131R],Brookhaven Waste Management Facility,-72.9304768,40.795323,Transfer Facility,Concrete,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",12508.18,Outgoing,Recycled,40.8007112,-72.9232204
41,[52W131R],Brookhaven Waste Management Facility,-72.9304768,40.795323,Transfer Facility,Scrap Metal,2019,"71 Peconic Ave, Medford, NY 11763, USA",6,Outgoing,Disposed,40.8177235,-72.9748653
42,[52W131R],Brookhaven Waste Management Facility,-72.9304768,40.795323,Transfer Facility,Construction & Demolition (C&D) Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA",9312.77,Outgoing,Disposed,40.8007112,-72.9232204
43,[52W131R],Brookhaven Waste Management Facility,-72.9304768,40.795323,Transfer Facility,Bulk Metal (from C&D Debris),2019,"71 Peconic Ave, Medford, NY 11763, USA",50,Outgoing,Recycled,40.8177235,-72.9748653
44,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Concrete,2020,"Southampton, NY, USA",4201,Incoming,Unknown,40.8598637,-72.5678012
45,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Concrete,2020,"East Hampton, NY, USA",4201,Incoming,Unknown,41.083151,-71.9994067
46,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Concrete,2020,"Riverhead, NY 11901, USA",4201,Incoming,Unknown,40.9170435,-72.6620402
47,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Asphalt and Road Material,2020,"Southampton, NY, USA",859,Incoming,Unknown,40.8598637,-72.5678012
48,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"Southampton, NY, USA",2438,Incoming,Unknown,40.8598637,-72.5678012
49,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"East Hampton, NY, USA",2438,Incoming,Unknown,41.083151,-71.9994067
50,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"Riverhead, NY 11901, USA",2438,Incoming,Unknown,40.9170435,-72.6620402
51,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"Southampton, NY, USA",6890,Incoming,Unknown,40.8598637,-72.5678012
52,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"East Hampton, NY, USA",6890,Incoming,Unknown,41.083151,-71.9994067
53,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"Riverhead, NY 11901, USA",6890,Incoming,Unknown,40.9170435,-72.6620402
54,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Fill,2020,"Southampton, NY, USA",7603,Incoming,Unknown,40.8598637,-72.5678012
55,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Fill,2020,"Riverhead, NY 11901, USA",7603,Incoming,Unknown,40.9170435,-72.6620402
56,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Fill,2020,"Brookhaven, NY, USA",7603,Incoming,Unknown,40.8273786,-72.995048
57,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Yard Waste,2020,"Southampton, NY, USA",2561,Incoming,Unknown,40.8598637,-72.5678012
58,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Yard Waste,2020,"East Hampton, NY, USA",2561,Incoming,Unknown,41.083151,-71.9994067
59,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Yard Waste,2020,"Riverhead, NY 11901, USA",2561,Incoming,Unknown,40.9170435,-72.6620402
60,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Concrete,2019,"Southampton, NY, USA",2400,Incoming,Unknown,40.8598637,-72.5678012
61,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Concrete,2019,"Riverhead, NY 11901, USA",2400,Incoming,Unknown,40.9170435,-72.6620402
62,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Masonry,2019,"Southampton, NY, USA",540,Incoming,Unknown,40.8598637,-72.5678012
63,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Masonry,2019,"Riverhead, NY 11901, USA",540,Incoming,Unknown,40.9170435,-72.6620402
64,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Masonry,2019,"Southampton, NY, USA",60,Incoming,Unknown,40.8598637,-72.5678012
65,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Asphalt and Road Material,2019,"Southampton, NY, USA",720,Incoming,Unknown,40.8598637,-72.5678012
66,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2019,"Southampton, NY, USA",1200,Incoming,Unknown,40.8598637,-72.5678012
67,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2019,"Southampton, NY, USA",1200,Incoming,Unknown,40.8598637,-72.5678012
68,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Fill,2019,"Southampton, NY, USA",12000,Incoming,Unknown,40.8598637,-72.5678012
69,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Yard Waste,2019,"Southampton, NY, USA",600,Incoming,Unknown,40.8598637,-72.5678012
70,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4435,Outgoing,Recycled,36.1270711,-79.860718
71,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4435,Outgoing,Recycled,36.1270711,-79.860718
72,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4435,Outgoing,Recycled,36.1270711,-79.860718
73,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",7570,Outgoing,Recycled,36.1270711,-79.860718
74,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",7570,Outgoing,Recycled,36.1270711,-79.860718
75,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",7570,Outgoing,Recycled,36.1270711,-79.860718
76,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,General Fill,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",10490,Outgoing,Recycled,36.1270711,-79.860718
77,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,General Fill,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",10490,Outgoing,Recycled,36.1270711,-79.860718
78,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,RCA,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4430,Outgoing,Recycled,36.1270711,-79.860718
79,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,RCA,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4430,Outgoing,Recycled,36.1270711,-79.860718
80,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,RCA,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",4430,Outgoing,Recycled,36.1270711,-79.860718
81,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Mulch,2020,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",1750,Outgoing,Recycled,36.1270711,-79.860718
82,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",1200,Outgoing,Recycled,36.1270711,-79.860718
83,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Soil,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",1200,Outgoing,Recycled,36.1270711,-79.860718
84,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",1200,Outgoing,Recycled,36.1270711,-79.860718
85,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Sand,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",1200,Outgoing,Recycled,36.1270711,-79.860718
86,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,General Fill,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",12000,Outgoing,Recycled,36.1270711,-79.860718
87,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,General Fill,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",12000,Outgoing,Recycled,36.1270711,-79.860718
88,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,RCA,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",3720,Outgoing,Recycled,36.1270711,-79.860718
89,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,RCA,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",3720,Outgoing,Recycled,36.1270711,-79.860718
90,[52C10272],Cardo Site Development Storage Yard,-72.60757085,40.83714019,Transfer Facility,Mulch,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",600,Outgoing,Recycled,36.1270711,-79.860718
91,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Soil,2019,"Babylon, NY, USA",4094,Incoming,Unknown,40.7107127,-73.3673169
92,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Sand,2019,"Babylon, NY, USA",8300,Incoming,Unknown,40.7107127,-73.3673169
93,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,"Rock, Stone, and Gravel",2019,"Babylon, NY, USA",14,Incoming,Unknown,40.7107127,-73.3673169
94,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Fill,2019,"Babylon, NY, USA",2124,Incoming,Unknown,40.7107127,-73.3673169
95,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Residue,2019,"120 Nancy St, West Babylon, NY 11704, USA",190,Outgoing,Transferred,40.7395179,-73.3767253
96,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Residue,2019,"136 Spagnoli Rd, Melville, NY 11747, USA",190,Outgoing,Transferred,40.7614568,-73.4349464
97,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Rock,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",226,Outgoing,Recycled,36.1270711,-79.860718
98,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Rock,2019,"615 Cord Ave, Lindenhurst, NY 11757, USA",226,Outgoing,Recycled,40.6958084,-73.3536987
99,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Soil,2019,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA",6460,Outgoing,Recycled,36.1270711,-79.860718
100,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,Sand,2019,"685 N Queens Ave, Lindenhurst, NY 11757, USA",5383,Outgoing,Recycled,40.7048835,-73.367424
101,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,General Fill,2019,"Republic Airport (FRG), 7150 Republic Airport, Farmingdale, NY 11735, USA",4588,Outgoing,Recycled,40.7261266,-73.4167921
102,[52W86R],CB Recycling,-73.39259441,40.72906537,Transfer Facility,RCA,2019,"1280 Wellwood Ave, West Babylon, NY 11704, USA",6,Outgoing,Recycled,40.7330564,-73.398133
103,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Southampton, NY, USA",703.05,Incoming,Unknown,40.8598637,-72.5678012
104,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"5632 Turnpike Rd, Bath, NY 14810, USA",703.05,Incoming,Unknown,42.3240936,-77.3882262
105,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",703.05,Incoming,Unknown,41.083151,-71.9994067
106,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",703.05,Incoming,Unknown,40.8273786,-72.995048
107,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Concrete,2019,"Babylon, NY, USA",703.05,Incoming,Unknown,40.7107127,-73.3673169
108,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Brookhaven, NY, USA",7791.92,Incoming,Unknown,40.8273786,-72.995048
109,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Oyster Bay, NY, USA",7791.92,Incoming,Unknown,40.7893778,-73.5358541
110,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Huntington, NY, USA",7791.92,Incoming,Unknown,40.8681539,-73.425676
111,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"802 W Shore Rd, Port Washington, NY 11050, USA",7791.92,Incoming,Unknown,40.8165321,-73.6566238
112,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Southampton, NY, USA",7791.92,Incoming,Unknown,40.8598637,-72.5678012
113,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Soil,2019,"Suffolk County, NY, USA",7791.92,Incoming,Unknown,40.9848784,-72.6151169
114,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"Southampton, NY, USA",1851.36,Incoming,Unknown,40.8598637,-72.5678012
115,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"Riverhead, NY 11901, USA",1851.36,Incoming,Unknown,40.9170435,-72.6620402
116,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"East Hampton, NY, USA",1851.36,Incoming,Unknown,41.083151,-71.9994067
117,[52W14R],Chesterfield Associates,-72.68426609,40.80823391,Transfer Facility,Sand,2019,"401 Main St, Islip, NY 11751, USA",1851.36,Incoming,Unknown,40.7294056,-73.2166187
118,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA",1450,Incoming,Unknown,40.9848784,-72.6151169
119,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Shelter Island, NY, USA",21950,Incoming,Unknown,41.0681549,-72.3386939
120,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA",21950,Incoming,Unknown,40.8273786,-72.995048
121,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Southold, NY, USA",21950,Incoming,Unknown,41.0801973,-72.4731529
122,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Smithtown, NY, USA",21950,Incoming,Unknown,40.8559314,-73.2006687
123,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt Millings,2019,"3120 Albertson Ln, Greenport, NY 11944, USA",19300,Outgoing,Recycled,41.0906994,-72.4000853
124,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Riverhead, NY 11901, USA",126641.97,Incoming,Unknown,40.9170435,-72.6620402
125,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Shelter Island, NY, USA",126641.97,Incoming,Unknown,41.0681549,-72.3386939
126,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Southampton, NY, USA",126641.97,Incoming,Unknown,40.8598637,-72.5678012
127,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"East Hampton, NY, USA",126641.97,Incoming,Unknown,41.083151,-71.9994067
128,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA",126641.97,Incoming,Unknown,40.8273786,-72.995048
129,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"401 Main St, Islip, NY 11751, USA",126641.97,Incoming,Unknown,40.7294056,-73.2166187
130,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Babylon, NY, USA",126641.97,Incoming,Unknown,40.7107127,-73.3673169
131,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Hempstead, NY, USA",126641.97,Incoming,Unknown,40.6450219,-73.6339087
132,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"New York County, New York, NY, USA",126641.97,Incoming,Unknown,40.7830603,-73.9712488
133,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Bronx, NY, USA",126641.97,Incoming,Unknown,40.8447819,-73.8648268
134,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Queens, NY, USA",126641.97,Incoming,Unknown,40.7282239,-73.7948516
135,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brooklyn, NY, USA",126641.97,Incoming,Unknown,40.6781784,-73.9441579
136,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Staten Island, NY, USA",126641.97,Incoming,Unknown,40.5795317,-74.1502007
137,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Riverhead, NY 11901, USA",41761.29,Incoming,Unknown,40.9170435,-72.6620402
138,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Shelter Island, NY, USA",41761.29,Incoming,Unknown,41.0681549,-72.3386939
139,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Southampton, NY, USA",41761.29,Incoming,Unknown,40.8598637,-72.5678012
140,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"East Hampton, NY, USA",41761.29,Incoming,Unknown,41.083151,-71.9994067
141,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Brookhaven, NY, USA",41761.29,Incoming,Unknown,40.8273786,-72.995048
142,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"401 Main St, Islip, NY 11751, USA",41761.29,Incoming,Unknown,40.7294056,-73.2166187
