,Facility ID,Facility Name,Facility Long,Facility Lat,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Amount/tons,Direction,Destiny,Facility Region
41,[52W131R],Brookhaven Waste Management Facility,-72.93047680248063,40.79532300220542,Transfer Facility,Metals,2019.0,"71 Peconic Ave, Medford, NY 11763, USA","(40.8177235, -72.97486529999999)",6.0,Outgoing,Disposed,1
42,[52W131R],Brookhaven Waste Management Facility,-72.93047680248063,40.79532300220542,Transfer Facility,General C&D Debris,2019.0,"350 Horseblock Road, Brookhaven, NY 11719, USA","(40.80071119999999, -72.92322039999999)",9312.77,Outgoing,Disposed,1
43,[52W131R],Brookhaven Waste Management Facility,-72.93047680248063,40.79532300220542,Transfer Facility,Metals,2019.0,"71 Peconic Ave, Medford, NY 11763, USA","(40.8177235, -72.97486529999999)",50.0,Outgoing,Recycled,1
44,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",4201.0,Incoming,,1
45,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",4201.0,Incoming,,1
46,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",4201.0,Incoming,,1
47,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Asphalt and Road Material,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",859.0,Incoming,,1
48,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",2438.0,Incoming,,1
49,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",2438.0,Incoming,,1
50,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",2438.0,Incoming,,1
51,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",6890.0,Incoming,,1
52,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",6890.0,Incoming,,1
53,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",6890.0,Incoming,,1
54,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",7603.0,Incoming,,1
55,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2020.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",7603.0,Incoming,,1
56,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2020.0,"Brookhaven, NY, USA","(40.8273786, -72.995048)",7603.0,Incoming,,1
57,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2020.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",2561.0,Incoming,,1
58,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2020.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",2561.0,Incoming,,1
59,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2020.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",2561.0,Incoming,,1
60,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",2400.0,Incoming,,1
61,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2019.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",2400.0,Incoming,,1
62,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Masonry,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",540.0,Incoming,,1
63,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Masonry,2019.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",540.0,Incoming,,1
64,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Masonry,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",60.0,Incoming,,1
65,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Asphalt and Road Material,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",720.0,Incoming,,1
66,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",1200.0,Incoming,,1
67,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",1200.0,Incoming,,1
68,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",12000.0,Incoming,,1
69,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",600.0,Incoming,,1
70,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4435.0,Outgoing,Recycled,1
71,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4435.0,Outgoing,Recycled,1
72,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4435.0,Outgoing,Recycled,1
73,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",7570.0,Outgoing,Recycled,1
74,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",7570.0,Outgoing,Recycled,1
75,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",7570.0,Outgoing,Recycled,1
76,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",10490.0,Outgoing,Recycled,1
77,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",10490.0,Outgoing,Recycled,1
78,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4430.0,Outgoing,Recycled,1
79,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4430.0,Outgoing,Recycled,1
80,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",4430.0,Outgoing,Recycled,1
81,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2020.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",1750.0,Outgoing,Recycled,1
82,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",1200.0,Outgoing,Recycled,1
83,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Soil,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",1200.0,Outgoing,Recycled,1
84,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",1200.0,Outgoing,Recycled,1
85,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Sand,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",1200.0,Outgoing,Recycled,1
86,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",12000.0,Outgoing,Recycled,1
87,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Fill,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",12000.0,Outgoing,Recycled,1
88,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",3720.0,Outgoing,Recycled,1
89,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Concrete,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",3720.0,Outgoing,Recycled,1
90,[52C10272],Cardo Site Development Storage Yard,-72.60757085400023,40.837140187259905,Transfer Facility,Yard Waste,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",600.0,Outgoing,Recycled,1
91,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Soil,2019.0,"Babylon, NY, USA","(40.71071269999999, -73.36731689999999)",4094.0,Incoming,,1
92,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Sand,2019.0,"Babylon, NY, USA","(40.71071269999999, -73.36731689999999)",8300.0,Incoming,,1
93,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,"Rock, Stone, and Gravel",2019.0,"Babylon, NY, USA","(40.71071269999999, -73.36731689999999)",14.0,Incoming,,1
94,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Fill,2019.0,"Babylon, NY, USA","(40.71071269999999, -73.36731689999999)",2124.0,Incoming,,1
95,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Residue,2019.0,"120 Nancy St, West Babylon, NY 11704, USA","(40.7395179, -73.37672529999999)",190.0,Outgoing,Transferred,1
96,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Residue,2019.0,"136 Spagnoli Rd, Melville, NY 11747, USA","(40.7614568, -73.4349464)",190.0,Outgoing,Transferred,1
97,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,"Rock, Stone, and Gravel",2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",226.0,Outgoing,Recycled,1
98,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,"Rock, Stone, and Gravel",2019.0,"615 Cord Ave, Lindenhurst, NY 11757, USA","(40.6958084, -73.3536987)",226.0,Outgoing,Recycled,1
99,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Soil,2019.0,"1941 New Garden Rd #2555, Greensboro, NC 27410, USA","(36.12707109999999, -79.86071799999999)",6460.0,Outgoing,Recycled,1
100,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Sand,2019.0,"685 N Queens Ave, Lindenhurst, NY 11757, USA","(40.7048835, -73.367424)",5383.0,Outgoing,Recycled,1
101,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Fill,2019.0,"Republic Airport (FRG), 7150 Republic Airport, Farmingdale, NY 11735, USA","(40.7261266, -73.4167921)",4588.0,Outgoing,Recycled,1
102,[52W86R],CB Recycling,-73.3925944109753,40.72906537291775,Transfer Facility,Concrete,2019.0,"1280 Wellwood Ave, West Babylon, NY 11704, USA","(40.7330564, -73.398133)",6.0,Outgoing,Recycled,1
103,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Concrete,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",703.05,Incoming,,1
104,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Concrete,2019.0,"5632 Turnpike Rd, Bath, NY 14810, USA","(42.3240936, -77.38822619999999)",703.05,Incoming,,1
105,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Concrete,2019.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",703.05,Incoming,,1
106,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Concrete,2019.0,"Brookhaven, NY, USA","(40.8273786, -72.995048)",703.05,Incoming,,1
107,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Concrete,2019.0,"Babylon, NY, USA","(40.71071269999999, -73.36731689999999)",703.05,Incoming,,1
108,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"Brookhaven, NY, USA","(40.8273786, -72.995048)",7791.92,Incoming,,1
109,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"Oyster Bay, NY, USA","(40.7893778, -73.5358541)",7791.92,Incoming,,1
110,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"Huntington, NY, USA","(40.8681539, -73.425676)",7791.92,Incoming,,1
111,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"802 W Shore Rd, Port Washington, NY 11050, USA","(40.8165321, -73.65662379999999)",7791.92,Incoming,,1
112,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",7791.92,Incoming,,1
113,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Soil,2019.0,"Suffolk County, NY, USA","(40.9848784, -72.61511689999999)",7791.92,Incoming,,1
114,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Sand,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",1851.36,Incoming,,1
115,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Sand,2019.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",1851.36,Incoming,,1
116,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Sand,2019.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",1851.36,Incoming,,1
117,[52W14R],Chesterfield Associates,-72.684266085625,40.80823391068864,Transfer Facility,Sand,2019.0,"401 Main St, Islip, NY 11751, USA","(40.7294056, -73.2166187)",1851.36,Incoming,,1
118,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"Suffolk County, NY, USA","(40.9848784, -72.61511689999999)",1450.0,Incoming,,1
119,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"Shelter Island, NY, USA","(41.0681549, -72.3386939)",21950.0,Incoming,,1
120,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"Brookhaven, NY, USA","(40.8273786, -72.995048)",21950.0,Incoming,,1
121,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"Southold, NY, USA","(41.0801973, -72.4731529)",21950.0,Incoming,,1
122,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"Smithtown, NY, USA","(40.8559314, -73.2006687)",21950.0,Incoming,,1
123,[52C10280],Corazzini Asphalt; Inc.,-72.49814735629457,41.03143399838983,Transfer Facility,Asphalt and Road Material,2019.0,"3120 Albertson Ln, Greenport, NY 11944, USA","(41.09069940000001, -72.4000853)",19300.0,Outgoing,Recycled,1
124,[52W01],Crown Recycling Facility,-72.71739370734524,40.94584278226197,Transfer Facility,Concrete,2019.0,"Riverhead, NY 11901, USA","(40.9170435, -72.66204019999999)",126641.97,Incoming,,1
125,[52W01],Crown Recycling Facility,-72.71739370734524,40.94584278226197,Transfer Facility,Concrete,2019.0,"Shelter Island, NY, USA","(41.0681549, -72.3386939)",126641.97,Incoming,,1
126,[52W01],Crown Recycling Facility,-72.71739370734524,40.94584278226197,Transfer Facility,Concrete,2019.0,"Southampton, NY, USA","(40.8598637, -72.56780119999999)",126641.97,Incoming,,1
127,[52W01],Crown Recycling Facility,-72.71739370734524,40.94584278226197,Transfer Facility,Concrete,2019.0,"East Hampton, NY, USA","(41.083151, -71.9994067)",126641.97,Incoming,,1
